Sentence,Emotion
이영세자는 알고 있다! ㅋㅋㅋ,중립
기사 제목만 보고 터졌다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
뭘 훔쳐 먹어요?,놀람
가요. 내가 맛있는 거 사줄게. 기분 꿀꿀할때는 맛있는 걸 먹어야 돼.,중립
 1위함찍었으면 됐다.겐히 부담간다.,슬픔
나 13살부터 이거 시작햇는데 지금은 19살이거든 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,놀람
아뇨..제가 왜 화가 나요.,중립
네...,중립
자백말고 특검에서 뭘 강요해야함?,혐오
예술가는 예술로 사회를 이야기하고 지켜 나가야 할 책임이 있다고 말한 피카소처럼 선생님의처한 사회와 상황을 외면하지않겠다는 맹세에 존경을 표합니다,행복
멋잇어요~~,행복
됐어. 이런 돈 필요 없어.,중립
 인문계에서 인문계 안된다고해서 실업계로 갈까생각중이거든요,공포
오빠 아까 해투 잘봣어요ㅋㅋ,행복
"이젠 정말 나한테 너밖에 없다 친구야! 제발 날 이대로 버려두지마라, 응? ",중립
벌써 식사 다 했어?,놀람
얼른 취업 해야되는데...,공포
내가 언제 너한테 화를 내. 그냥 나두 속상하니까..,슬픔
생리통처럼아랫배가아프네여아ㅡㅠㅠ,슬픔
이정도도 임신인가요?,공포
선생님. 그냥.. 도와주시면 안 돼요?,슬픔
어떻게해야 빨리 잊을수있을까요,슬픔
아직도 포켓몬하는사람이있네 ㄷㄷ,놀람
제가... 그랬나요?,놀람
아니 삼성페이 마일리지 10만원에 추가요금 더해서 무선충전하고led케이스를 삿는데 다른 제품으로 바꾸면 이 두개다 쓰지도 못 하게 되는건데 이건 어쩌란말이지?,분노
음 스펙은 지리네‥,놀람
세전이겠지?,놀람
상... 지금 주고 있잖아.,행복
버스요? 그래서요?,중립
"그래요. 나는요, 비겁하고 유치하고 실력도 없는 선생이에요. 됐어요?",중립
군대라 하지말자..공익이라하자...,분노
특히 저 같은 첫 아이 임신일 경우 모르는 것도 많고 알아야 하는 정보가 많아요.ㅠㅠ,공포
대통령 죄가 많아 온나라가 혼란스러운것,혐오
나쁜년,분노
니 줄 엿도 없다,혐오
그래… 그러면 되는 거 구나.,놀람
미안하다.,중립
아니! 연인은 아니고… 아무튼 난 아니래.,슬픔
"영어, 영어 노래를 부르길래 애들 묶어서 연수 보내 놨더니 아주 둥지를 틀려고 작정을 했어. 이놈의 여편네..",슬픔
너 도대체 TV를 언제까지 볼 거야?,분노
  한동안 변비에 시달리다이젠 폭풍설사에 시달리네요,슬픔
야 니들도 싹다 물갈이야,혐오
좋은 아침! 근데 왜 그래?,놀람
유행이예요? 왜?,분노
아뇨. 제 생각이 짧았어요.,슬픔
이거 내 책 아닌데? 새 책인데 이건?,놀람
그래서 다리쪽을 쐬고있는데임신중에는 찬바람 되도록이면 맞지 말라고 하던데 ...........,슬픔
뭐?,놀람
아.. 난 또… 바빠요.,중립
"뭐, 그런 셈이지.",중립
그 쓸쓸한 모습이 가슴을 먹먹하게 만든다,슬픔
"나만큼 힘드니? 나만큼 아퍼? 나만큼 절절해? 나두 이러는 내가 싫어요, 나두 원랜 이것보단 훨씬 쿨하고 너그러운 남자였어, 알어? 근데 당신한테만 그게 안돼! 아무리 노력해도 쿨해지지가 않어!",분노
올해는 경쟁자도 없는데 무라카미 하루키에게 주면 될걸 괜히 미국 딴따라에게 줘서 무라카미 하루키를 물먹였다,혐오
넌 운동을 입으로 해? 입으로?,중립
갤럭시s6도 터진거 있던데 불안하다 내폰...,공포
예? 제가 언제..,놀람
다음은 신동욱 이랑께?? ㅋㅋㅋㅋㅋ,분노
프로그래밍조차 사교육에 휩쓸리네,놀람
청와대가 이제보니 주사파 소굴이었다,놀람
이런 거라도 안 하면 우리 세 식구 굶어 죽어요.,중립
…이만 가세. 이제 다 끝났어. 모두 이어졌네. 이곳에는 이제 아무것도 없어. 내 일은 끝났어. 이제는 탐정이 나설 무대가 아니야.,중립
저도 아직은 힘들지만!,슬픔
누구 처절하게 저주 좀 하게. 무당 누나 둔 덕 좀 보자.,슬픔
너무하시는 거 아니예요?,분노
아니에요. 다들 일하고 있을텐데요. 직접 가보죠. 먼저 가세요.,중립
오늘 심판 골 방해 절라함,분노
와 근데 대한민국 스포츠 기관 중 KBO가 가장 팬들 의견 잘 수용하고 제도도 자주 개혁하는 것 같다.,놀람
그리고 여자분들은 어떤 기준으로 번호 알려줄건가요 ?,놀람
힉! 보셨어요? 우씨...,놀람
미국 이거 막 하와이 독립한다 알래스카 독립한다 이러는거 아니냐 ㅋㅋㅋㅋ,놀람
축하합니다.,행복
"감사합니다, 감사합니다. 아싸. 들어가십시오.",행복
종북 이석기는 감옥에서 영원히 썩게하라!',분노
재진 기여어ㅠㅠㅠㅠㅠㅠㅠ,행복
최수종이 광고하는 회사 아닌가?,놀람
제가 갈만한 다른 게시판없나요?,슬픔
노트7은 아니지 폭탄 이미지가 강해,혐오
  딱히스트레스받은것도 과식도 안했는데.방 환풍기가 부엌 환풍기와연결되어있나??,공포
고속충전하면 너무 뜨거워 뭔일 날줄알았다,공포
ㅋㅋ 정가제 피할라고 일부로 중고책 만들어 파는 거 보소,혐오
이 자식?,중립
왜 눈물이나냐 ㅠㅠ,슬픔
 매번 좋은 정보 감사합니다.,행복
무슨 스카이라운지 같죠?,중립
그런데 그것이 실제 일어났습니다....,놀람
현관문 밖에는 배고픈 늑대들이 항상 우글 우글 거리고 있다..,공포
 항상 기다릴테니까!,행복
"끈덕지기는 뭐가! 나는, 나는…",분노
은행가서 저번에 뭐필요하다해서 온적있는데까먹었네요;;,공포
찬헌아 첫승 축하해 ㅎㅎ,행복
제일못할줄알았는데~~헐,놀람
모두가 행복한데 왜 저 혼자 불행한걸까요?,슬픔
선뜻 망설여집니다.,공포
아직 버스 있어요.,중립
어제 진짜 보면서 괜히 찡해서 혼자 눈물주르륵,슬픔
 왠지 인신공양설이 사실일것만 같아 두렵네요.,공포
그러구보니? 아이 뭐야...그동안 내 생각 안했단 얘기잖아? 이건 뭐야?,놀람
캐나다도 트뤄도도 모두 백인 우월주의자들,혐오
뭐라고? ,놀람
제가잘못한거죠?,공포
주변분들은 상처받거나 깊어지기전에 다들 헤어지라고 하네요..,공포
 기아와의 협상이 틀어졋나 보네 어디로 갈지 궁금하다,놀람
경찰이 한패니까 수사 안하겠단 거지,혐오
ㅋ 대통령이 가방 들때 부터 웃겼다.,행복
어쩌다가 일이 이렇게 꼬인 건지 모르겠어.,중립
본인이 받아서 민망해서 그랬나???,놀람
감사 합니다.0,행복
정말 저 어떡해야할까요,공포
들어오지 마.,중립
그래서? 네가 나를 뜯어 고쳐 보겠다는 뜻이야?,분노
꼭 말꼬리 잡고. 한 두 살만 어렸어도 확 패버리는 건데..,분노
헛소리 하고 있네.,분노
여기 등십같은 외국놈들 왜이리 많냐? 그냥 국적 바꿔라 우리도 니들 한국에서 보기싫다,혐오
 막달검사 할때 비용 어느정도 들었어요?,공포
누굴 탓하냐 정치인 개같이 뽑은 우리 자신을 탓해야지,슬픔
가운데서 애매해서 어찌해야할지 모르겠네요..,공포
인간성이 이런사람이 어찌 일국의 수장자격이 있단 말이냐? 직위가 문제가 아니라 사람부터 되어야 된다!,분노
지금까지도 많이 기다렸습니다만.,중립
걱정이 많았어요...,슬픔
미쳤어요? 누구 잘리는 꼴 보고 싶어요?,분노
안전띠를 착용하지 않은 상태에서 사고가 날 경우 귀중한 생명을 잃으실 수도 있습니다.,중립
  감사합니다.^^,행복
김종국이 나가는건 아쉬울것같다,슬픔
 나도 지친다,슬픔
너 또 누구 퍼다 줄라고 그러지!,분노
 조심해야 된다.,공포
최현석 셰프 닮았네.,놀람
이제 병사를 마구 찍어대는 시대가 오겄네요,공포
거의 그렇다고 보고 있어요.,중립
우후후후후후.,행복
닭근혜를 회 뜨고싶다,분노
당신 회사로 직접 찾아가서 사기 결혼 경고한 건 선배님이지만. 경찰서에 피해자 변호사 의견서는 내가 작성했다!! 그러니까 오해하지 마라!!,분노
진짜 내부자들ㄷㄷ,놀람
제발 답변좀요 ㅠㅠ0,슬픔
90이면 오래사셨네,놀람
네...?,놀람
변호인단 구성하는것도 세금에서 나가는건가요?,분노
 사실대로 얘기하면싸울것같아서 참고있는데 어떻게하죠..?ㅠㅠ,공포
 그래서 저는 당황했는데 얘는 아무것도 몰라요...,놀람
엠사는그냥 인기상이라고 이름바꾸길,중립
오래 출연하면 대상 주나요? ? 대상감은 아닌데,놀람
최소 180만 달러 이상은 줘야 되겠네,중립
너 정말! 그걸 왜 먹어!,분노
조작왕 손석희는 구속되고 감옥에 가야한다..,혐오
야 무성이 니 이번기회에 졸개들 데리고 탈당 않하면 니 벼락 맞는데이지금 벼락실은 비행기가 떠나서 제주도 상공에 진입했다 카더라,혐오
아랫배는 콕콕찌르듯이 아프고 방귀대박나오고 트름나오고..,슬픔
 근데 내가 이거 나오냐고 카메라를 들어갈라다가 실수로 게임을 눌림,공포
바지를 입으면 내 다리 각선미가 안보이잖아. ,중립
아휴 둘다 역겹다 역겨워 ㅡㅡ,분노
 자살??????,놀람
쉽게 접할수있는 재료들로 쉽게 요리할수있게 도와주셔서 너무 감사드려요..,행복
이게 말이되는가;;;;;;,혐오
 혹시나 말을 못알아 들으면 어떡하죠?,공포
아닙니다. 형은 저를 위해 형의 인생을 포기했어요. 부모님 돌아가신 후로. 제 학비 때문에 고등학교 졸업하자마자 바로 카센터에 취직 했고.,중립
순실이 개18년.,분노
굳이 텔레비전 광고까지 할 필요 있나요? 신문 광고만 하는 걸로 해서 홍보비를 다시 잡아 보도록 하세요.,중립
그럼 언제 밥이나 한 번 사주세요.,중립
헐 .. 뭐하자는 거지 ㅋㅋㅋ,공포
저렇게 젊은여자 중에도 공작원이 있구나,놀람
생긴거봐라 진짜 꼴도보기싫다,분노
족발 예약한 시간 됐구나~~,행복
소치에서  목표달성한거 정말 축하해요!!,행복
한국은 치킨장인이 넘쳐난다ㅋㅋ,행복
이제 충분하다구요!,분노
 너무 자랑스러워 ㅎㅎ!!,행복
"이런이런! 지척에 두고도, 제일 가까운 사람들이 눈치를 못 채고 있었구만!! 연락 좀 해봐. 아니야, 내가 해 보지. 전화번호가 어떻게 돼?!",중립
계엄령 선포되더라도 아무래도 힘으로 청와대 들어가야할 것 같은데요..,공포
그런 말이 나오는 시점에서 이미 희망 따윈 존재하지 않는 거 아니냐……?,슬픔
호주!,행복
"아니, 뭐 이런 경우없는 여자가 다 있어? 아니 어떻게 밥만 얻어먹고 그냥 가? 양심두 없이? ",분노
그 대상이 사라지고난 나혼자 힘들어하는게......,슬픔
미안하다. 그냥 없었던 일로 하자.,중립
얘가 여자라 못 물어보겠음ㅋㅋ,공포
똑똑하네 TK눈을 뜨나?,놀람
미ㅣ친 박사모 1O붤 새끼 정말 주겨버리고 싶다,분노
에휴 이눔의나라 꼬라지 잘돌아간다. 전쟁이답이다,혐오
ㅋㅋㅋㅋㅋ 바닷가근처라고 좋아하다가 한방에 훅 간다 저기에 왜 사냐 ㅋㅋㅋㅋ,분노
여보..일하는 아가씨 말이야.. 결혼했어?,놀람
꼴도 보기 싫으니까 들어가.,분노
"아니, 눈물이 안 멈추는데 어떻게 해..",슬픔
대한민국 대통령이 아니고 대한제국 여제.,분노
담당 선수가 평창 패럴림픽 기대주로 꼽히고 있습니다. 부담스럽지는 않으세요? ,중립
 정말 고민이네요.0,슬픔
아니 어째서 이게 시청률꼴찌야?,놀람
됐습니다.,중립
맨날 주말에만 비오냐ㅠㅠ,슬픔
세븐틴이 너무잘생겼고 진짜로 콘서트에 한번가보고싶어요,행복
"…같이 먹어도 되지만, 괜찮겠어? 다른 친구와 함께하지 않아도?",놀람
 후회하게 될까요,공포
아니에요. 아시잖아요. 제가 얼마나 취향 고상하다고 생각하고 좋아하는지.,중립
근데 저색기들 광우뻥때도 촛불들고 설쳤지??????,분노
이것들의 실체는 우익보수로 신분세탁한 빨갱이들과 친일파와 박정희일가 노비들임,분노
아무리 공부를 해도 성적이 오르지가 않으니 자괴감마저 들고 회의감 마저 듭니다,슬픔
쵝오!!!! 이게 정석!!!!,행복
누구세요?,놀람
아! 그 조건이 왜~ 없어져. 넌 할 수 있다니까. ,중립
악의적인게 아니라 어리석은 실수로 보이는데...........,놀람
왜요..?,놀람
이게 썸을 타도 괜찮은 건지아니면 그냥 감사인사로 끝내는 건지 알 수가 없어서요...,공포
솔직히 김재호 생각보다 탐난다 ㅇㅈ?,놀람
누가 너한테 준대?,중립
미용실가서 잘라달라고할수도없고-_-;;,공포
"아니, 그거 그냥 시답잖은 소리 한 거 아니었어?",놀람
입맛대로 골라서 하네 ㅡㅡ,분노
길라임 당신은 경찰차 타라....,분노
난 꽃게랑 와사비맛이 넘 좋더라~,행복
양말? 그거 왠지 신발 신기 힘들어 보이는데?,중립
북한이 저랬어야 하는건데...,분노
근데 왜 임신이 아냐? 아무래도 이상해. 나... 재발한 거 같아.,슬픔
산후조리할때..아가는누가보죠..?,공포
아기가 불쌍하다 참..,슬픔
휘문고등학교 최고의 투수였던 선수이죠~???????,행복
알겠어요. 같이 기다려 드릴게요.,중립
내가 당신 말에 단 한번이라도 거스르는 거 보셨어요? 이건 내 욕심때문이 아니예요.,중립
어서내려오라~ 참 나쁜댓통년아,분노
중국산만 터진거처럼 얘기하네,공포
 그보다 더큰진실이 무척궁금합니다,분노
가만히 있던 엑소 먼저 불러다 특집 만들고 콜라보 시킨건 무돈데 왜 엑소가 욕을 먹어야됨?심지어 콜라보 무대를 왜 콘서트에서ㅋㅋㅋㅋ그것도 투어 첫 시작콘서튼데ㅋㅋㅋㅋㅋㅋ,혐오
방탄은 빅뱅 엑소와 언플해야만 아는그룹,혐오
아. 금방 끓여드릴게요.,중립
아빠도 그런데. 그냥 막 기분이 좋다.,행복
시끄러!! 전화 끊겼어.,분노
 가족과 친구분들과 행복한 크리스마스 보내세요^^:,행복
계급도 아래신 분이 함부로 야야 하시면 안되지?,중립
어떻게 잘 헤쳐나갈 수 있는지...,공포
광고 정말 오진다.,혐오
어. 저녁 뭐야? 냄새 좋네.,놀람
자영업으로만 할 수 밖에.없는 현실...,슬픔
 강남 어머니들 감사합니다,행복
기저귀에 오줌 많이 싸면 원래 옷이 축축해 지나요?,놀람
좋아하지도 않으면서 그렇게 헷갈리게 행동하는 게 가지고 논거 아니면 뭐야!,분노
요리가 차~암 쉽쥬~~~~^^,행복
난감하기도 합니다,공포
근데 얘는 누구냐?,놀람
쟤들은 왜 여기 있는데?,놀람
포퓰리즘이 잘못된게 아니라 이를 행하는 정치가 더러운거다.,분노
길이 좀 복잡하기는 하겠지만 어쩔 수 없죠.,중립
미세먼지에 시달리다보니 장맛비 소식이 이렇게 반갑네요!!,행복
두테르 멋지다. 근데 미국은 전세계의 깡패국가인데 가만이 있겠냐.,행복
아 늦은 주제에 무슨 말이 그렇게 많아! 묻지도 말고 따지지도 말고 하라면 군소리 말고 해! 아 빨리~!!,분노
사진봐라 나바로복귀?????,놀람
사고 나서 떨어지면 뼈도 못추리겠네.,공포
엘지가아니라 애플이 반사이익볼듯,중립
강승윤 기대합니다^^♡~~~,행복
